hgnc_symbol	affy_hugene_2_0_st_v1
NPIPB8	16817391
NPIPB8	NA
WNT3A	16678295
LINC02809	17117456
MIR3620	16678320
C1orf35	16700155
C1orf35	NA
LINC00865	16707260
LINC00865	NA
NOMO2	16816249
NOMO2	16824429
NOMO2	NA
	16715626
LINC00706	16711553
LNCAROD	16714399
LNCAROD	16714405
LNCAROD	NA
SVIL-AS1	NA
SLFN11	16843404
SLFN11	NA
MRPL55	16700172
MRPL55	NA
TTC23L	NA
TTC23L	16983889
CYP3A43	NA
CYP3A43	17049032
KCNIP2-AS1	16708518
C10orf71-AS1	16714121
	16701719
	16714493
	16712941
ST8SIA6-AS1	16702790
SNCA	NA
SNCA	16977986
IATPR	16713182
ZEB1-AS1	NA
ZEB1-AS1	16713040
KRT38	16844693
SESN1	17022362
SESN1	NA
KRT43P	NA
KRT32	16844702
VIM-AS1	16712267
VIM-AS1	16712272
VIM-AS1	NA
RNU2-32P	16834174
KRT36	16844724
FAM111A	16725049
FAM111A	NA
TTC37	16998211
TTC37	NA
C10orf95-AS1	16708668
C10orf95-AS1	NA
KRT13	16844735
KRT13	NA
MACORIS	16713052
MACORIS	NA
HMGB2P1	NA
	16712357
MIDN	16856483
MIDN	NA
MIR6824	NA
CELSR3	16953636
CELSR3	NA
SPTBN2	16740867
SPTBN2	NA
CFAP58-DT	16718241
IDI2-AS1	16701775
IDI2-AS1	NA
CIRBP	16856497
CIRBP	16856494
CIRBP	NA
CIRBP	16856510
PRKCQ-AS1	NA
FRMD1	17025775
FRMD1	NA
	16834176
KRT15	NA
KRT15	16844752
MIR6510	NA
KRT19	16844775
KRT19	NA
MIR4793	17126018
NCKIPSD	16953679
NCKIPSD	NA
MYLPF	16817860
LINC00974	16844789
KRT9	16844793
KRT14	17121574
KRT14	16844804
	16721712
RPL27A	16721715
RPL27A	17118780
RPL27A	16721732
RPL27A	NA
TPK1	17064054
TPK1	NA
KRT16	16844817
KRT16	NA
SNCA-AS1	16968872
CMTR2	16827996
CMTR2	NA
MMRN1	16968878
MMRN1	NA
KRT42P	16844842
KRT42P	NA
EIF1	16834179
EIF1	NA
LINC02585	16940546
CCR6	17014651
CCR6	NA
IP6K2	NA
IP6K2	16953701
LINC00336	17018286
	17124190
	17124188
	17124186
	17011175
SNORA3A	17118780
SNORA3A	16721732
RN7SKP248	16968931
RAET1K	17024695
RAET1K	NA
SNORA3B	16721732
	16721734
TMSB4XP8	NA
MMP3	16743735
MMP3	NA
	16978001
	16978004
KRT19P6	NA
	16968933
LINC01610	17010100
CIAO2AP2	NA
MTHFD2L	16967801
MTHFD2L	NA
GJC2	16678349
LINC02980	17005525
LINC02980	NA
KRT35	16844712
IBA57-DT	16700189
CCDC92B	NA
FAM187A	16834873
IBA57	16678353
RPL38	NA
RPL38	16837482
HDAC2-AS2	NA
SDK1	17043095
SDK1	NA
OBSCN-AS1	NA
OBSCN-AS1	16700195
TUBA1A	NA
MMP12	16743751
EREG	16967843
EREG	NA
BOLA3P1	NA
RNU7-159P	16743762
ZNF23	16828006
ZNF23	NA
TRIM11	16700206
TRIM11	NA
	17005193
DCUN1D5	16743779
DCUN1D5	NA
	17011361
	16976865
	16976856
AREG	16967853
AREG	16967863
AREG	NA
LINC01512	17009114
	16764323
CCDC162P	NA
CCDC162P	17011522
CCDC162P	17124158
CCDC162P	17011562
CCDC162P	17011555
CCDC162P	17124154
CCDC162P	17124356
CCDC162P	17124152
	16764325
	17117565
TROAP-AS1	16764334
	16848568
PRPH	NA
PRPH	16750743
TTYH2	16837493
TTYH2	NA
MIR6742	NA
MSMO1	16972155
MSMO1	NA
COL7A1	NA
COL7A1	16953458
RN7SKP127	16825537
C16orf54	16825539
MTCO3P15	NA
MTATP6P15	NA
SMIM15-AS1	16985089
SMIM15-AS1	NA
MTCO2P15	NA
CPE	NA
CPE	16972167
MTCO1P15	NA
LINC02199	NA
LINC02199	16983128
ZG16	16817641
MTND2P26	NA
LINC02202	16991654
LINC02202	NA
TROAP	NA
TROAP	16750761
MTND1P36	NA
OTULIN-DT	NA
MIR2277	NA
MVP-DT	16825543
MVP-DT	NA
DYNC2H1	NA
DYNC2H1	16730591
NPM1P27	NA
MIR578	16972186
HADHAP1	NA
	17011832
POU5F2	16998130
SCGB1D5P	NA
NOL8P1	NA
LINC02520	NA
ALPK1	NA
ALPK1	16969839
	17004464
NR2F1	16987287
NR2F1	NA
LINC02528	17024184
PRRT2	NA
PRRT2	16817677
RNA5SP19	16678516
RNA5SP162	NA
BZW2	17043822
BZW2	NA
PPIH	16663294
PPIH	NA
DNAI2	16837516
DNAI2	NA
	17003587
ZNF354A	17003593
ZNF354A	NA
PACRG-AS1	17025470
PACRG-AS1	NA
	16817685
	17015731
PAGR1	16817685
AACSP1	17003602
AACSP1	NA
MVP	16817692
MVP	NA
HMGN3-AS1	17010529
HEY2-AS1	NA
HEY2-AS1	17023327
LINC00243	17039191
LINC00243	17017025
LINC00243	17041759
LINC00243	17034150
CDKN1A	NA
CDKN1A	17008007
ZNF354B	16993291
ZNF354B	NA
KIF19	16837537
KIF19	NA
DINOL	NA
RAB44	17008020
RAB44	17124134
RAB44	17008025
RNU1-39P	NA
MSANTD5	17003587
AMACR	NA
PPIL1	17018685
C6orf89	17008036
RNU6-1252P	16966704
USP46	16975928
USP46	NA
NUP42	NA
NUP42	17044232
KIF22	16817647
KIF22	NA
C1QL4	16764343
DNAJC22	16750792
DNAJC22	NA
BTBD17	16848576
RNA5SP448	16848581
NCOR1P2	17122692
	16750835
FTLP13	NA
MIR6762	NA
PLBD2	16757474
PLBD2	NA
LINC02002	16842501
LINC02002	NA
PI16	17007982
PI16	NA
	17121610
TMEM192	16981157
FAM27E5	16832307
COX6A1P2	17008088
LGALS3BP	16849576
LGALS3BP	NA
ANXA6	17001800
ANXA6	NA
	16663314
YBX1	16663317
YBX1	NA
MTCH1	NA
MTCH1	17018693
RNU4-87P	16972153
RNU4-87P	16970167
AVL9	NA
AVL9	17044969
SDS	16770590
SDS	NA
RNU6-1055P	16973107
FAT1	16982269
FAT1	NA
LINC00487	NA
LINC00487	17122392
LINC00487	16894109
NRIR	NA
NRIR	16894119
RSAD2	16876764
RSAD2	NA
SDSL	16757493
SDSL	NA
RNF144A	16876777
RNF144A	NA
LFNG	17042997
LFNG	NA
CLDN19	16686000
RPS7P6	NA
QDPR	16974670
QDPR	NA
SANBR	NA
SANBR	16880442
P3H1	16686010
P3H1	NA
LHX5	16770606
LHX5	NA
MKRN2	16937795
MKRN2	NA
MAPK8IP3	NA
MAPK8IP3	16814791
ZMAT3	16961773
SLC8B1	16770553
SLC8B1	NA
CANT1	16849585
CANT1	NA
CLRN2	16965306
ZMIZ2	17045708
ZMIZ2	NA
LAP3	16965313
LAP3	NA
C2	17033493
C2	17040902
	16948207
PIK3CA-DT	16961784
PIK3CA	NA
PIK3CA	16948209
PIK3CA	17122920
PIK3CA	17122922
C1QTNF1	16838418
C1QTNF1	NA
POLN	16973655
POLN	NA
	16880478
C2orf74-DT	16897998
AHSA2P	16880488
AHSA2P	NA
C1orf50-AS1	16686037
ENGASE	NA
ENGASE	16838427
STPG1	16683574
STPG1	NA
TERLR1	17123982
TERLR1	16993913
SLC6A19	16982699
HAUS3	16973693
HAUS3	16973655
HAUS3	NA
PTDSS2	16720165
RAB5B	16752322
RAB5B	NA
RBFOX3	16849604
RBFOX3	NA
SLC6A18	16982717
SLC6A18	NA
COX6B1P5	NA
MXD4	NA
MXD4	16973708
ARPC4	NA
TERT	16993919
TERT	NA
NMI	16903537
NMI	NA
APIP	16737298
CYP3A4	17060337
CYP3A4	NA
NIPAL3	16660785
NIPAL3	NA
MIR4800	NA
ZFYVE28	NA
ZFYVE28	16973723
ZFYVE28	16973753
SUOX	16752343
SUOX	NA
TNFAIP6	16886491
TNFAIP6	NA
	16850390
MIR4739	16849623
MIR4773-2	16903550
LINC02078	16838451
MIR4773-1	16886501
RN7SL124P	NA
ENPP7	16838457
RIF1	16886503
RIF1	NA
PIGX	NA
PIGX	16950000
CBX2	16838464
CBX2	NA
PDHX	NA
PDHX	16723593
CRISPLD2	NA
CRISPLD2	16821541
RCAN3AS	16683607
RCAN3AS	NA
MYH10	16840982
MYH10	NA
CIRBP-AS1	16866632
FAM174C	16856510
FAM174C	NA
RCAN3	16660810
RCAN3	NA
KLF1	16869359
TXNRD3	NA
TXNRD3	16958704
NFIX	16858805
NFIX	NA
	16964116
MIR4457	16993941
RN7SL589P	NA
CFAP99	NA
CFAP99	16964120
CFAP99	16964139
TBL2	17058499
TBL2	NA
IKZF4	16752368
IKZF4	NA
	16964139
PMPCAP1	17123706
LNCPRESS2	16978010
	16978015
GRID2	16968938
GRID2	NA
LINC02685	16724109
LINC02685	NA
	16724114
	16737587
NCMAP-DT	16683612
SYT13	16737590
SYT13	NA
NCMAP	16660822
	16683618
JUN	16687875
	16724136
LINC02176	16821559
ZDHHC7	16828841
ZDHHC7	NA
PIDD1	16734119
PIDD1	NA
HTR1F	16942919
ASH1L	16694188
ASH1L	NA
ABHD14B	16954669
ABHD14B	NA
	16765881
RPS26	16752389
RPS26	NA
MTND1P19	NA
RACK1P3	NA
	16978021
	16978024
RNA5SP164	16968966
ATOH1	16968968
SMARCAD1-DT	16978027
HMGB3P15	NA
CIBAR2	16828852
SMARCAD1	16968972
SMARCAD1	NA
PA2G4	NA
PA2G4	16752453
LINC02139	16821576
TLR9	16954724
ZNF117	17058142
ZNF117	NA
COX6CP16	NA
LINC00311	16821581
MIR5093	NA
GLT8D1	16954900
GLT8D1	NA
KIAA0513	16821562
KIAA0513	NA
DLD	NA
DLD	17050300
LINC01511	NA
CDR2	16824989
CDR2	NA
OPCML	16746290
OPCML	NA
OPCML	16746307
CDR2-DT	NA
MFSD13B	17121354
MFSD13B	NA
RRN3P3	16824997
RRN3P3	NA
OTOAP1	16816938
	16765884
RPL41	17118277
RPL41	16752477
RPL41	16752485
RPS27P29	NA
VN1R93P	NA
ZNF681	16870984
ZNF681	NA
LINC02890	NA
ERI2	16824690
ERI2	NA
	17121994
BNIP3P39	NA
ESYT1	NA
ESYT1	16752495
	16870990
TYMSP2	NA
ZBTB32	16861135
ZBTB32	NA
OR5AH1P	NA
PEG3	NA
PEG3	16875909
MIR6075	NA
	16994025
WDR26	16699833
WDR26	NA
CDH12P1	NA
TRIM66	16735405
TRIM66	16735436
TRIM66	NA
HPGDS	16978036
HPGDS	NA
DCUN1D3	16824706
LYRM1	NA
LYRM1	16816650
RPL35AP11	NA
	16877443
	16975467
OR5M14P	NA
BACE1	16744822
BACE1	NA
PHOX2B	16975471
CYRIA	16894710
CYRIA	NA
PHOX2B-AS1	16966359
	16966365
RNU1-49P	16975478
HMGB1P28	NA
SMN1	16985823
	16825855
SRCAP	NA
SRCAP	16817973
LINC00682	NA
RFC4	NA
RFC4	16962493
	16975486
SUN3	NA
SUN3	17057661
PIM1	17008092
PIM1	NA
TMEM33	16966369
TMEM33	NA
TMEM217	NA
TMEM217	17018720
	16900543
ZC3H10	NA
ZC3H10	17118277
ZC3H10	16752485
ARID5A	16882999
	16817973
	16765887
	16765889
C3orf80	16947551
MYL6B-AS1	16765896
OR5K1	16943171
MYL6	NA
MYL6	16752561
OGG1	16937329
OGG1	NA
BACH2	17021738
BACH2	NA
LMF1-AS1	NA
CEROX1	NA
TXLNA	16661978
CCDC71L	17061582
GTF2IRD2B	NA
GTF2IRD2B	17058672
KANSL3	16900547
KANSL3	NA
SOX8	16814572
	16822616
DCAF4L1	16966389
	16684642
PRMT7	16820414
PRMT7	NA
IQCC	16662009
SLC30A9	16966393
SLC30A9	NA
TRERF1	17019218
NAIP	17124064
NAIP	17124070
FAM167B	16662047
KBTBD2	17056493
KBTBD2	NA
	16684682
HDAC1	16662077
HDAC1	NA
VWDE	17055295
VWDE	NA
HLFP1	NA
VNN1	17023707
CCNG1P1	NA
OMG	16843156
OMG	16843158
VNN2	17023736
VNN2	NA
MIMT1	16865957
ZIM2	NA
ZIM2	16875909
EVI2B	16843162
MARCKSL1	16684686
	16684691
	16843162
TSSK3	16662105
TSSK3	16662108
EVI2A	16843167
EVI2A	NA
SLC16A4	16690704
SLC16A4	NA
AK4P1	NA
OGDH	17045674
OGDH	NA
RAB11FIP4	16833000
RAB11FIP4	NA
ABCC11	16826320
ABCC11	NA
SMARCC2	16765900
SMARCC2	NA
GTF2H2	16997010
STAC	16938875
STAC	NA
ATP1B1P1	NA
ZNF567	NA
ZNF567	16861441
BEND4	16975490
	16966419
	16975500
SHISA3	16966422
RN7SL79P	NA
RN7SL45P	NA
MIR4724	NA
MIR193A	16833017
	16833017
RNU6ATAC7P	16843174
RPS7P7	NA
MIR365BHG	16833019
RSF1	16742520
RSF1	NA
CCNL2P1	NA
MIR4725	16833024
MIR4725	16833019
MIR365B	16833024
MIR365B	16833019
	16966427
RN7SKP82	16966430
KMT2B	16861152
KMT2B	NA
GRXCR1	16966432
GRXCR1	16966430
	16966438
	16966443
LINC02383	16975554
RN7SL691P	NA
GPRIN3	16977970
	17012697
RBM11P1	NA
FER1L5	NA
FER1L5	16883013
C6orf132	17019190
C6orf132	NA
SLC16A4-AS1	NA
	16694611
LAMTOR5	16690720
LAMTOR5	NA
	17123552
	16968854
	17123544
	17123546
	17123548
	17123818
	17123550
	17013722
	17013725
	17024725
MFSD11	16838116
MFSD11	NA
PDCL3P5	16943433
ARL4AP5	NA
RNU6-302P	17013769
	17029078
	17036583
	17041859
	17017221
	17031863
	17039376
	17034335
TMEM207	16962671
PLSCR5	16960207
MS4A6A	NA
MS4A6A	16738819
	16661661
IRX5	16819039
IRX5	16819049
IRX5	NA
YTHDF2	NA
YTHDF2	16661663
CCSER1	NA
MTSS2	16827833
MTSS2	NA
LMAN2L	16900591
LMAN2L	NA
NR1I2	16944464
NR1I2	NA
	16684207
	16684212
	16661717
TMEM200B	16684214
	16684218
NRCAM	NA
NRCAM	17061759
METTL9	NA
MECR	16684241
MECR	NA
EGF	16969729
EGF	NA
ADAMTS15	16733516
OVCH2	16735288
OVCH2	NA
PLEKHG1	NA
PLEKHG1	17013694
CNNM4	16883074
CNNM4	17119212
TMEM80	16720307
TMEM80	NA
ZSCAN32	16823338
ZSCAN32	NA
KNG1	16949348
KNG1	NA
HLA-B	17017147
MIR3127	17119212
CNNM3-DT	16900605
CNNM3	16883088
OR10A5	16721522
OR4D5	16732793
OR5D18	16724748
OR8K1	16724785
OR8I2	16724766
MRPS10P2	NA
OR2D3	16721531
OR5AR1	16724795
OR52W1	16721331
EGOT	16950304
OR4A16	16724722
OR6Q1	16724989
OR4A47	16724679
SEMA3G	16954796
SEMA3G	NA
HTR3A	16731422
HTR3A	NA
	16661726
RNU6ATAC35P	16677716
	16677716
LINC01352	16677718
LINC02080	16838140
HLX-AS1	16699520
LINC00868	NA
HLX	16677723
OCLNP1	16997041
MGAT5B	16838146
MGAT5B	NA
ANKRD23	NA
ANKRD23	16900608
TNNC1	16954817
APOBR	16817328
	16997010
RETREG1-AS1	16983435
RETREG1-AS1	NA
RPL7AP81	NA
	16984479
ZNF136	NA
ZNF136	16858624
PRELID3BP1	NA
SCAMP1-AS1	16997498
LINC02779	16699514
	16996893
NPIPB4	16825699
NPIPB4	NA
NPIPB4	17121892
NPIPB4	16825449
	16986246
	16999446
MARK1	16677655
MARK1	NA
FAM174A-DT	16998519
FAM174A-DT	NA
NISCH	16941516
NISCH	NA
LINC01843	16989262
CPLANE1-AS1	NA
ARHGAP33	NA
ARHGAP33	16861232
LINC01485	NA
LINC01485	17002934
LINC02236	16982979
LINC02236	16982986
LINC02236	NA
GOLPH3-DT	NA
ANKRD39	16900608
ANKRD39	16900628
RNF41	16765945
RNF41	NA
	16984417
	16999210
	16999219
TBX6	16825623
SEMA4C	16900635
SEMA4C	NA
	16996882
ENPEP	NA
ENPEP	16969766
SAP30L-AS1	NA
SAP30L-AS1	17002034
WSCD1	NA
WSCD1	16830158
	16995866
	16989259
SNX20	NA
SNX20	16826444
LINC02997	NA
LINC02997	17124058
LINC02997	17123894
LINC02997	16985497
SDHAP3	16994030
SDHAP3	NA
MAZ	16817666
MAZ	NA
OR8G5	16732842
PGA4	16725511
PGA4	NA
	16840346
RNU6-1264P	16830171
BTF3P14	NA
DNAH1	16941405
DNAH1	NA
MIR4315-1	16850344
TARS1-DT	16995041
IRGQ	16873037
IRGQ	NA
RDM1P1	NA
LINC01338	16997773
LINC01338	NA
	17121792
	17121678
	16993503
ZNF576	16862837
ZNF576	NA
RAMP1	16892975
RAMP1	NA
LINC02210	NA
LINC02210	16834981
LINC02210	16835003
CARMN	NA
CARMN	16990949
NABP2	16752586
MOGAT1	16891564
C17orf64	16836665
C17orf64	NA
RRAS2P2	NA
RN7SL464P	NA
HDAC1P2	NA
	16908970
C1orf115	16677678
RPL31P17	NA
ATG12P2	NA
SRRM5	16862849
SRRM5	16862837
ACSL3-AS1	16908972
RPL12P38	17117849
DARS2	16673983
DARS2	NA
APPBP2	16847398
APPBP2	NA
POLD1	16864490
POLD1	NA
ACSL3	16891575
ACSL3	NA
OR9Q2	16724991
OR5AS1	16724764
OR2AG1	16721519
OR2AG1	NA
OR52N4	16721307
CHEK1	NA
CHEK1	16733104
C1QTNF8	16822623
	16986079
CMIP	16821296
CMIP	NA
CMIP	16821324
FOXP2	17050455
FOXP2	NA
FOXP2	17050495
BTF3-DT	NA
ANXA2R-AS1	16984422
ANXA2R-AS1	NA
LINC01999	NA
SLC39A5	NA
SLC39A5	16752602
RPSAP66	NA
RNU6-623P	16847414
RN7SL606P	NA
	16847416
KRT18P61	16836730
HMGN1P28	NA
RN7SL448P	NA
	16996847
LINC01018	16982936
LINC01018	NA
PANCR	NA
PANCR	16979018
TRIM75	NA
GAK	NA
GAK	16973375
GAS5-AS1	16674005
PTPN23	16940362
PTPN23	NA
RC3H1	16696548
RC3H1	NA
ATP6V0D1	NA
ATP6V0D1	16827366
ANKRD52	NA
ANKRD52	16765963
	16992702
	16992402
	16985026
SH3TC2-DT	17124088
SH3TC2-DT	16990852
SH3TC2-DT	17124090
SH3TC2-DT	NA
SH3TC2-DT	17124092
	16987795
	16996868
	16996880
COQ10A	NA
COQ10A	16752624
RC3H1-IT1	16696577
RPL30P1	NA
PDCD6P1	16994038
PDCD6P1	NA
KRT18P57	NA
RNU6-151P	16690888
INKA2	NA
INKA2	16690890
INKA2-AS1	16668726
ELP6	16953165
ELP6	NA
	16690901
KCND3-IT1	16690919
KCND3-AS1	16668753
LINC01750	16668761
KCND3	16690908
HPR	16820947
	16765998
IL6ST-DT	16984932
CS	16765998
CS	17121958
CS	16766001
CS	NA
LINC00461	NA
LINC00461	16997931
OR8G1	NA
OR4C15	16724728
PDXDC1	16816140
OR51T1	16721216
OR2D2	16735223
OR8D2	16745640
OR52B2	16734985
OR5M10	16738389
OR6T1	16745628
OR6X1	16745612
OR8B12	NA
OR8B12	16745654
RAB7B	17126288
RAB7B	17126286
RAB7B	NA
OR8B4	16745648
OR5M11	16738386
OR5M8	16738383
OR6M1	16745616
BOLA2P2	16940398
IRAG1	16735764
IRAG1	NA
RN7SL870P	NA
BPTF	16837230
BPTF	NA
ITPKB-AS1	16678166
CSPG5	16953187
CSPG5	NA
RPS27P5	NA
	16678231
KRT18P26	NA
F11R	16695490
F11R	16695504
LOXL3	16899357
LOXL3	NA
IL22RA2	17024134
TMEM175	16963822
TMEM175	NA
	16953237
HIGD2AP2	NA
	16960878
MLF1-DT	16960903
MLF1-DT	NA
SERINC1	17023239
MTAPP1	NA
C5orf64	NA
C5orf64	16985112
C5orf64	17123888
RSRC1	NA
RSRC1	16947377
PKIB	17012182
PKIB	NA
	16695504
	16695490
GLRX5P2	NA
TSTD1	16695508
SNHG18	16983152
	16984414
SPRY4-AS1	17123936
SPRY4-AS1	17124082
SPRY4-AS1	17124084
SPRY4-AS1	17124086
SPRY4-AS1	NA
SPRY4-AS1	17123938
ARMC12	17007853
ARMC12	NA
MEF2C-AS1	NA
ATF5	16864393
ATF5	17126000
ATF5	NA
USF1	16695517
USF1	NA
DHPS	16869228
DHPS	NA
CLPSL2	17007862
CLPSL1	17007868
TOR1BP1	NA
	17117703
TVP23BP2	NA
RPLP1P11	NA
RPL22P21	NA
CLPS	17018525
RNU6-314P	16831411
RNU6-862P	16841766
RN7SL442P	NA
PIGL	NA
PIGL	16831413
PIGL	16831429
DGKQ	16973427
DGKQ	NA
DCTN1	16899150
DCTN1	NA
LHFPL5	NA
LHFPL5	17007876
ROPN1L-AS1	16994355
SRPK1	17018530
SRPK1	NA
NPHP3	NA
NR2F1-AS1	NA
NR2F1-AS1	16998097
OR4C11	16738338
ARHGAP30	16695535
ARHGAP30	NA
OR9I1	16738597
TBX10	16741120
OR56A1	16734975
OR5B21	16738628
OR10AG1	16738353
MIR1288	16831427
CENPV	NA
CENPV	16841768
OR51I1	NA
TOMM7	NA
OR51B2	16734898
OR4C5	16738268
OR52H1	16734918
OR5T2	16738367
CCDC73	16737123
CCDC73	NA
DOT1L	16856699
DOT1L	NA
ESYT2	17064984
ESYT2	NA
	16752643
CNPY2	16766035
CNPY2	NA
UBB	NA
UBB	16831434
SLC26A1	NA
SLC26A1	16973455
NECTIN4	16695558
NECTIN4	NA
PLEKHJ1	16866912
PLEKHJ1	NA
OR5AP2	16738395
OR4D6	16725088
DHX30	NA
DHX30	16940403
DHX30	16940440
RIC8A	16719976
RIC8A	NA
IDUA	16963845
IDUA	NA
FTLP12	NA
TRPV2	16831442
TRPV2	NA
NECTIN4-AS1	16672706
KLHDC9	16672710
NPIPB12	16825699
NPIPB12	16825449
NPIPB12	16825484
NPIPB12	NA
NPIPB12	17121892
NPIPB12	16817553
IL23A	16752645
PHKG1	17057966
PHKG1	NA
PFDN2	NA
PFDN2	16695572
CCDC113	NA
CCDC113	16819666
MIR1227	16866920
MIR1227	16866912
MIR6789	NA
SF3A2	16856737
SF3A2	NA
RNU7-40P	16766130
APOF	16766132
APONP	NA
NIT1	NA
NIT1	16672722
SLCO1B1	16749077
SNORD49B	17126192
SNORD49B	17119062
SNORD49A	17119062
SNORD49A	17119064
DPAGT1	16745242
DPAGT1	16745236
DPAGT1	NA
SNORD65	17119064
PRKAR1A	16837326
PRKAR1A	NA
SMG1	16824481
SMG1	17121462
SMG1	17121460
SMG1	NA
SMG1	17121458
SMG1	17121456
SMG1	16825465
FGFRL1	NA
FGFRL1	16963876
GPER1	17042857
GPER1	NA
GPER1	17042860
ZKSCAN3	17005955
ZKSCAN3	NA
IAPP	16749095
IAPP	NA
HOXA10	17056160
HOXA10	17119668
HOXA10	NA
	17004138
	17004141
AMH	16856749
	17014959
PYROXD1	16749105
PYROXD1	NA
MIR1226	16940440
	16953277
DUSP22	17004154
DUSP22	NA
VPS26BP1	NA
RN7SL664P	NA
TMEM178B	17052348
	16963891
CDC25A	16953279
CDC25A	NA
	16963897
	16963901
	16963903
MIR4321	16856749
SPON2	NA
DEDD	NA
DEDD	16695578
CADPS2	NA
CADPS2	17062321
ELOCP31	NA
RECQL	16762087
RECQL	NA
HEIH	17004032
ANXA2R-OT1	NA
ANXA2R-OT1	16995888
ANXA2R-OT1	16995873
LINC02217	NA
LINC02217	16983463
CTBP1-AS	16963906
CTBP1-DT	16963913
CTBP1-DT	NA
MEF2C-AS2	16987078
MEF2C-AS2	NA
MEF2C-AS2	16987083
	16996078
RNF4	NA
RNF4	16964142
CHD1-DT	16987626
CHD1-DT	17123918
CHD1-DT	17123920
	16695597
JAKMIP2-AS1	16990703
JAKMIP2-AS1	NA
CTSE	16676547
CTSE	NA
TRIM7-AS2	NA
TRIM7-AS2	16993598
MIR4458HG	NA
MIR4458HG	16983117
GOLT1B	NA
GOLT1B	16749126
PDCD6-DT	16993701
SNRPFP4	NA
GUSBP1	NA
GUSBP1	16983521
GUSBP1	17124100
RNU7-128P	16940442
NDUFB1P1	NA
MIR4443	NA
CAMP	16940444
IRF4	17004167
IRF4	NA
ZNF589	16940468
ZNF589	NA
ZNF589	16940451
	17117517
	16745987
COQ8A	16678191
COQ8A	NA
KIRREL3-AS2	16733325
MIR3167	16745990
	16733329
KIRREL3-AS3	16733334
MTCH1P2	16736551
MTCH1P2	NA
CYCSP29	NA
	17117531
SPX	16749139
SPX	NA
RNU6-654P	16730965
CHRM4	16737715
	17000736
MRPS18AP1	NA
	16940468
LINC01554	16987434
KRTAP4-8	16844591
	17004181
ARHGAP20	16744205
ARHGAP20	NA
KRTAP1-4	16844564
KLHL10	NA
KLHL10	16834218
NME6	NA
NME6	16953303
IFNGR1	17024144
IFNGR1	NA
	16998306
YARS2	NA
YARS2	16763021
ANKHD1-DT	17000739
NPY6R	16989568
NPY6R	NA
	16993494
	16844927
	16998339
KLHL11	16844929
KLHL11	16844927
	16988011
LINC01023	17118140
RPL35AP27	NA
MOCS2-DT	16984725
	16750625
MIR4701	NA
ADCY6-DT	16750628
ACLY	16844936
ACLY	NA
	16750633
CACNB3	NA
CACNB3	16750635
	17123958
	17124040
ZNF844	16858592
EIF1P2	NA
MAU2	16859990
MAU2	NA
AKIRIN1	16662737
FAM193A	16964166
FAM193A	NA
NDUFS5	16662744
TCP10L2	17124192
TCP10L2	17014659
TCP10L2	NA
TCP10L2	17124360
RNU6-608P	16685643
RNA5SP44	16685645
	16685647
HSPE1P8	NA
	16678169
	16678191
RIMS1	17010198
RIMS1	NA
PURPL	NA
PURPL	16983611
DNAH11	17044071
DNAH11	NA
	16678235
	16668598
LRIF1	16690760
FCF1P2	NA
MIR2115	16953327
FBXW12	16940470
FBXW12	NA
ZNF878	16869060
ANKRD11	16829302
ANKRD11	NA
CCNT2P1	NA
RNA5SP54	16668601
MBD3L5	16867910
MBD3L5	16857547
MBD3L5	16867905
MBD3L5	16857552
DENND2D	16690789
DENND2D	NA
MBD3L4	16867910
MBD3L4	16857547
MBD3L4	16867905
MBD3L4	16857552
MBD3L2	16867901
MBD3L2	16857552
ZNF557	16857557
ZNF300P1	17001757
ZNF300P1	NA
TRIM52-AS1	NA
DCDC1	NA
DCDC1	16736966
DCDC1	16737019
DCDC1	16737017
MARCHF11-AS1	16983422
GNG8	16873567
ZNF429	NA
ZNF429	16860203
ISL1-DT	16996070
ISL1-DT	16996073
ISL1-DT	NA
RND1	NA
RND1	16764053
RN7SL321P	NA
ARRDC3-AS1	16987253
ARRDC3-AS1	NA
ATRIP	NA
ATRIP	16940503
ATRIP	16940535
	16995496
ZNF208	NA
ZNF208	16870838
ADCY6	NA
ADCY6	16763984
CHI3L2	16668622
CHI3L2	NA
SLC12A2-DT	NA
SLC12A2-DT	16999462
SLC12A2-DT	16999472
ZNF345	NA
ZNF345	16861465
MPHOSPH9	NA
MPHOSPH9	16771894
USE1	16859437
USE1	NA
CREB3L2	17063311
CREB3L2	NA
TMEM161B-DT	NA
TMEM161B-DT	16987046
NTM	NA
ODAD4	16834230
ODAD4	NA
STK11	NA
STK11	16856463
CNP	NA
CNP	16834243
CNP	17117726
	17064791
CNPY1	17064791
CHIAP1	17119938
DNAJC7	16844967
DNAJC7	NA
PRKAR2A	NA
PRKAR2A	16953735
CHIAP2	16668649
CHIAP2	17119940
CHIAP2	NA
WIPF3	17044715
DRAM2	16690769
DRAM2	NA
C7orf25	17057026
C7orf25	NA
S1PR5	16868752
CDK2AP1	NA
CDK2AP1	16771940
ZNF446	16866324
ZNF446	NA
	16995326
EPB41L4A-AS1	16987986
EPB41L4A-AS1	NA
EPB41L4A-AS1	16987992
RUNDC3B	NA
RUNDC3B	17047946
LINC02863	16999769
RNU7-57P	16671455
ZCCHC9	16986829
ZCCHC9	NA
RPSAP17	NA
IL6R-AS1	16693775
PSMD8P1	NA
PLXNA1	NA
PLXNA1	16945051
SHE	NA
SHE	16693778
	16973756
NFRKB	16746104
