hgnc_symbol	affy_hg_u133_plus_2
DPEP1	
DPEP1	205983_at
ORAI2	218811_at
ORAI2	218812_s_at
ORAI2	217529_at
ORAI2	1558426_x_at
ORAI2	231406_at
ORAI2	
USP29	
USP29	220895_at
POTEF-AS1	
RNU6-1049P	
RBM44	
CDK2	211804_s_at
CDK2	204252_at
CDK2	
MIR548I1	
RPS3AP14	
ERVV-1	1553255_at
HDAC9	
HDAC9	205659_at
HDAC9	230968_at
HDAC9	1552758_at
HDAC9	1552760_at
HDAC9	234393_at
SNRPCP11	1557712_x_at
SNRPCP11	1557710_at
NABP1	
NABP1	219334_s_at
NABP1	222872_x_at
NABP1	233085_s_at
LINC02614	
NMRK2	221051_s_at
ENPP7P4	
ATF7IP2	
ATF7IP2	228381_at
ATF7IP2	219870_at
ROPN1B	231535_x_at
ROPN1B	220425_x_at
ROPN1B	233203_at
ROPN1B	
NLRP13	1553525_at
CLEC4G	1559065_a_at
CLEC4G	
	217357_at
GLIPR1L1	238296_at
GLIPR1L1	
POLQ	219510_at
POLQ	
MEN1	202645_s_at
MEN1	
GLIPR1L2	
DPF1	231599_x_at
DPF1	206531_at
DPF1	
GLIPR1	214085_x_at
GLIPR1	204221_x_at
GLIPR1	204222_s_at
GLIPR1	226136_at
GLIPR1	226142_at
RPL7AP11	
ARGFX	
CAVIN2	222717_at
CAVIN2	218711_s_at
FBXO40	222954_at
FBXO40	220164_s_at
DNAJB1P1	
SRGAP3-AS4	
	1557357_at
PGAM1P4	
ACTG2	202274_at
ACTG2	
THUMPD3	225730_s_at
THUMPD3	225741_at
THUMPD3	223804_s_at
THUMPD3	
NLRC5	
NLRC5	226474_at
MED24	213043_s_at
MED24	
GLIPR1-AS1	239668_at
KRR1	233515_at
KRR1	203202_at
KRR1	243930_x_at
KRR1	203203_s_at
KRR1	239668_at
KRR1	
LHFPL4	228422_at
LHFPL4	
DUSP5P2	
RASSF1	204346_s_at
RASSF1	
RASSF1	205714_s_at
DGUOK	209549_s_at
DGUOK	203816_at
DGUOK	
TMA16P1	
OR6C4	
GLYATL2	1554712_a_at
LMNTD1	1552865_a_at
LMNTD1	
GLYATL1P2	
MIR612	239269_at
LINC02736	
	1558678_s_at
	224558_s_at
	224559_at
SNRPGP19	
ZNRD2	203114_at
ZNRD2	212484_at
ZNRD2	32209_at
RNA5SP97	
TET3	235542_at
TET3	1554641_a_at
TET3	214754_at
TET3	
FAM89B	212484_at
FAM89B	32209_at
TRHDE-AS1	1560697_at
TRHDE-AS1	1560698_a_at
TRHDE-AS1	
EHBP1L1	
EHBP1L1	91703_at
EHBP1L1	221755_at
EHBP1L1	1557228_at
GFPT1	202722_s_at
GFPT1	226886_at
GFPT1	202721_s_at
GFPT1	227027_at
GFPT1	
	213248_at
TMEM14A	218477_at
H3P35	
GSTA8P	
CHCHD3P2	
SREK1IP1P2	
GSTA7P	
GSTA2	
KCNK6	223658_at
KCNK6	
MCF2L2	215112_x_at
MCF2L2	
ERBB3	
ERBB3	202454_s_at
ERBB3	1563253_s_at
ERBB3	226213_at
ERBB3	1563252_at
ERBB3	215638_at
GSTA12P	
GSTA10P	
MAP3K5	203837_at
MAP3K5	203836_s_at
MAP3K5	
KCNK7	220412_x_at
KCNK7	224008_s_at
KCNK7	224055_x_at
ATP8B3	239457_at
ATP8B3	215319_at
ATP8B3	1554704_at
ATP8B3	
ACOT11	1554938_a_at
ACOT11	214763_at
ACOT11	1555321_at
ACOT11	216103_at
ACOT11	
MAP3K11	203652_at
MAP3K11	
MAP3K11	1558984_at
SPDYE10	
STEAP1	
STEAP1	205542_at
DEF6	226659_at
DEF6	221293_s_at
DEF6	
STEAP2	
STEAP2	225871_at
ZSCAN12P1	239157_at
OR1F12P	
FANCE	220255_at
FANCE	
AKR1A1	201900_s_at
AKR1A1	
AAK1	211186_s_at
AAK1	205434_s_at
AAK1	225522_at
AAK1	214998_at
AAK1	238100_at
AAK1	214956_at
AAK1	
AAK1	205435_s_at
PCNX3	227858_at
PCNX3	
C19orf12	227704_at
C19orf12	225863_s_at
C19orf12	223983_s_at
C19orf12	
RPL3P7	215963_x_at
RPL3P7	201217_x_at
OSTM1-AS1	237357_at
NR2E1	207443_at
NR2E1	
	217027_x_at
NPM1P12	
	1566169_at
IFNL3	1552609_s_at
ZNF777	1553172_at
ZNF777	226983_at
KCNT2	244455_at
KCNT2	
IFRD2	209100_at
IFRD2	211728_s_at
IFRD2	
ZNF746	225848_at
ZNF746	
ZNF746	1570373_at
SMIM7	221988_at
SMIM7	229650_s_at
SMIM7	
SMIM7	224717_s_at
SMIM7	224712_x_at
SMIM7	219097_x_at
SMIM7	1559382_at
MIR4690	227858_at
SIPA1	204164_at
SIPA1	
HEATR3	219289_at
HEATR3	1554478_a_at
HEATR3	
TRHDE	
TRHDE	219937_at
EPC2	
EPC2	225838_at
GARIN1B	236214_at
GARIN1B	231466_at
GARIN1B	
SNX3	210648_x_at
SNX3	200067_x_at
SNX3	213545_x_at
SNX3	
TMEM114	
FMNL1	
FMNL1	204789_at
FMNL1	1569257_at
RNA5SP212	
RNU6-1144P	
RNU6-770P	
OSTM1	218196_at
OSTM1	235198_at
OSTM1	235197_s_at
OSTM1	
PDK4-AS1	
NDRG4	
NDRG4	209159_s_at
RNU2-9P	
MBNL1	
MBNL1	201152_s_at
MBNL1	201153_s_at
MBNL1	201151_s_at
MBNL1	1555594_a_at
MBNL1	1558111_at
MBNL1	235879_at
MBNL1	215663_at
OR6C7P	
PDK4	225207_at
PDK4	205960_at
PDK4	1562321_at
PDK4	
OR6C75	
KIF5C	203130_s_at
OR6C71P	
OR6C66P	
OR6C73P	
MIR4489	
RN7SL309P	
PHC1P1	218338_at
MS4A4E	
OR6C76	
ASS1P14	
OR6C69P	
OR6C72P	
OR6C6	
OR6C5P	
ANP32D	208571_at
C12orf54	237701_at
C12orf54	240353_s_at
C12orf54	
DYNC1I1	
DYNC1I1	205348_s_at
DYNC1I1	1569843_at
LTBP3	219922_s_at
LTBP3	227308_x_at
LTBP3	237144_at
LTBP3	
RPS10P20	
LALBA	207816_at
SLC2A9-AS1	
MIR3138	
RNA5SP155	
RAF1P1	
NEUROD4	221318_at
OR9K1P	
B9D1	
B9D1	210534_s_at
B9D1	205662_at
B9D1	210535_at
OR9K2	
OR9R1P	
WDR1	236079_at
WDR1	200611_s_at
WDR1	210935_s_at
WDR1	200609_s_at
WDR1	
WDR1	240282_at
	229384_at
TMEM38A	222896_at
TMEM38A	
HCN2	214893_x_at
HCN2	207592_s_at
RPL13AP20	210646_x_at
RPL13AP20	212790_x_at
GPRC5A	
GPRC5A	235563_at
GPRC5A	203108_at
GPRC5A	212444_at
POLRMT	203782_s_at
POLRMT	203783_x_at
POLRMT	
MIR614	
HEBP1	218450_at
HEBP1	
HTR7P1	216099_at
HTR7P1	216098_s_at
HTR7P1	236115_at
CTSK	202450_s_at
RNA5SP366	
	1562984_at
GARIN6	1552526_at
PRKAG1	201805_at
PRKAG1	
PRKAG1	227527_at
EPB41	214530_x_at
EPB41	207793_s_at
EPB41	225051_at
EPB41	1554481_a_at
EPB41	236379_at
EPB41	
LYPD6B	
LYPD6B	228360_at
	225391_at
FGF22	1566816_at
FGF22	221315_s_at
RNF126	205748_s_at
RNF126	215031_x_at
RNF126	223332_x_at
RNF126	
PCGF3	
PCGF3	204564_at
PCGF3	212753_at
PCGF3	238084_at
RETNLB	223970_at
RETNLB	223969_s_at
FAM8A3P	
OR5K2	
SLC22A14	
SLC22A14	207408_at
LYPD6	239028_at
LYPD6	227763_at
LYPD6	227764_at
LYPD6	
FSTL3	203592_s_at
FSTL3	
POLR3KP2	
SSTR2	239031_at
SSTR2	217455_s_at
SSTR2	214597_at
SSTR2	233310_at
COG1	227784_s_at
COG1	229087_s_at
COG1	231813_s_at
COG1	
RPL17P13	
MMADHC	217883_at
MMADHC	
ZPLD1	1569777_a_at
ZPLD1	
ZPLD1	1561969_at
ANGPTL8	220437_at
LINC02753	1561446_at
SPDYE6	
LINC02584	
RNU6-1175P	
ANO1-AS1	
FADD	202535_at
CSN3	207803_s_at
TSPAN16	242179_s_at
TSPAN16	242180_at
LAMTOR4	224890_s_at
LAMTOR4	
C17orf80	221048_x_at
C17orf80	223351_at
C17orf80	223352_s_at
VSIG10L2	1564786_at
MKRN2OS	
FAM90A26	
ANO1	218804_at
ANO1	1555269_a_at
ANO1	
CDKN1B	209112_at
CDKN1B	
PRSS48	
TADA3	215273_s_at
TADA3	211221_at
TADA3	
GK3P	215966_x_at
GK3P	216316_x_at
	230248_x_at
ERP29	201216_at
ERP29	
MDFIC	211675_s_at
MDFIC	217599_s_at
MDFIC	1559942_at
MDFIC	
RHOH	204951_at
RHOH	
RAB3D	225001_at
RAB3D	208466_at
RNU6-601P	
LINC01931	
LINC01931	1553472_at
LINC01931	242295_at
LINC01818	
LINC01817	
CPSF4L	
MTLN	228614_at
KCP	1556956_at
KCP	
KCP	242855_at
KCP	1557621_at
THNSL2	219044_at
THNSL2	
THNSL2	239949_at
EBI3	219424_at
EBI3	
CDC42EP4	214721_x_at
CDC42EP4	218062_x_at
CDC42EP4	218063_s_at
CDC42EP4	
GADL1	
GADL1	1563533_at
NAA25	225888_at
NAA25	227245_at
NAA25	236816_at
NAA25	
FAM104A	225319_s_at
FAM104A	
FRG2C	
ITPR1	
ITPR1	211323_s_at
ITPR1	216944_s_at
ITPR1	203710_at
ITPR1	240052_at
RNU6-638P	
ANKRD24	1558400_x_at
ANKRD24	1558398_at
ANKRD24	233895_at
ANKRD24	
RPL9P29	
CASP3	202763_at
CASP3	236729_at
CASP3	
TIMP2	224560_at
TIMP2	203167_at
TIMP2	231579_s_at
SPDYE8	
STRA8	
LRRTM4	
LRRTM4	220345_at
GRIFIN	
POLR2J	212782_x_at
RND3	212724_at
RND3	
PLXNA4	232317_at
PLXNA4	234859_at
PLXNA4	228104_at
PLXNA4	
CEP295NL	
SPCS2	243570_at
SPCS2	201240_s_at
SPCS2	201239_s_at
SPCS2	
AFMID	
AFMID	240318_at
MIR3657	
TRAFD1	
TRAFD1	243196_s_at
TRAFD1	202837_at
TRAFD1	35254_at
FZD7	203706_s_at
FZD7	203705_s_at
THADA	1554493_s_at
THADA	54632_at
THADA	220212_s_at
THADA	231189_at
THADA	
THADA	1558306_at
THADA	1554492_at
RPSAP58	
RPSAP58	213801_x_at
RPSAP58	1560774_at
FOLR3	206371_at
	237193_s_at
	237192_at
HNRNPD-DT	235607_at
HNRNPD-DT	
OR4C3	
LINC01446	
RAB33B-AS1	233264_at
RAB33B-AS1	241388_at
PCSK7	203118_at
PCSK7	
PCSK7	232521_at
NAA15	226998_at
NAA15	219158_s_at
NAA15	222837_s_at
NAA15	
NAA15	1556381_at
NAA15	1556382_a_at
COLGALT1	222644_s_at
COLGALT1	218473_s_at
COLGALT1	
RNF222	
C17orf99	236981_at
C17orf99	
MIR6861	
RN7SKP71	
RPL7AP60	
RNF213	241480_at
RNF213	225929_s_at
RNF213	241347_at
RNF213	225931_s_at
RNF213	233880_at
RNF213	232155_at
RNF213	231956_at
RNF213	
RNF213	230000_at
RPL32P34	
LINC03006	
LINC03006	236929_at
HECTD4	211034_s_at
HECTD4	
HECTD4	1557529_at
PTPRS	210823_s_at
PTPRS	226571_s_at
PTPRS	
PTPRS	1555666_at
MACC1-DT	227985_at
DLX6-AS1	230882_at
DLX6-AS1	
SNTB2	205315_s_at
SNTB2	227312_at
SNTB2	226685_at
SNTB2	238925_at
GTF2IP13	238678_at
GTF2IP13	
NFATC2IP	212808_at
NFATC2IP	217527_s_at
NFATC2IP	212809_at
NFATC2IP	217526_at
NFATC2IP	229235_at
NFATC2IP	
DMTF1-AS1	236282_at
DMTF1-AS1	
LNCPRESS1	
PSPN	221373_x_at
PSPN	202355_s_at
PSPN	202356_s_at
PSPN	1564240_at
FEZF1-AS1	
KHSRP	212303_x_at
KHSRP	204371_s_at
KHSRP	204372_s_at
KHSRP	
	230589_at
LINC01007	
LINC01007	233135_at
TRAF3IP2	215411_s_at
TRAF3IP2	202987_at
TRAF3IP2	
DDX6	225549_at
DDX6	204909_at
DDX6	
	244534_at
FAM157C	211050_x_at
FAM157C	
FAM157C	231886_at
FAM157C	241420_at
	1568597_at
	1560006_a_at
GDI2P1	
CDC14C	1553320_s_at
MAFK	206750_at
MAFK	226206_at
PLPPR2	64899_at
PLPPR2	218509_at
PLPPR2	
SSTR5-AS1	1557146_a_at
SSTR5-AS1	
TMEM184A	1558281_a_at
TMEM184A	235817_at
TMEM184A	
CLUHP3	219442_at
CLUHP3	238527_at
CLUHP3	238910_at
CLUHP3	235920_at
GSG1L2	
	1561731_at
RN7SL525P	
DHRS7B	
DHRS7B	220690_s_at
TRIM28	200990_at
TRIM28	
PSMG3	223363_at
IQSEC3P1	
ELFN1	229581_at
ELFN1	
C2CD5	212943_at
C2CD5	
GUSBP5	240063_at
RNU6-1136P	
RN7SKP198	
LRRC17	
LRRC17	205381_at
LINC02128	
FREM3	243337_at
FREM3	
RN7SKP209	
GLOD4	209092_s_at
GLOD4	
CGA	204637_at
CGA	
GYPE	207854_at
GYPE	
FAM185A	236182_at
FAM185A	
MIR762HG	
RCN1P1	
	238729_x_at
	240421_x_at
MIR206	
LINCMD1	
MIR133B	
IL17A	216876_s_at
IL17A	208402_at
GYPB	216833_x_at
GYPB	214407_x_at
GYPB	207459_x_at
GYPB	
	241545_x_at
	1560411_at
MAPK8IP3-AS1	231334_at
CDH13	
SLC25A20P1	
MCM3	201555_at
MCM3	
ARCN1	
ARCN1	201176_s_at
FBXL13	1553798_a_at
FBXL13	
DNAH2	239499_at
DNAH2	215840_at
DNAH2	
NYAP1	1553288_a_at
MIR6807	200990_at
IL18R1	
IL18R1	206618_at
UBE2M	203109_at
UBE2M	
HIKESHI	219979_s_at
HIKESHI	230326_s_at
HIKESHI	
MIR8058	
RN7SL416P	
	1562274_at
AGFG2	222126_at
AGFG2	217450_at
AGFG2	222362_at
AGFG2	206821_x_at
AGFG2	
AGFG2	1554618_at
RN7SL134P	
	1562857_at
CDH13-AS1	
GYPA	211821_x_at
GYPA	211820_x_at
GYPA	205838_at
GYPA	205837_s_at
GYPA	
MIR3182	
IL17F	234408_at
HSBP1	200941_at
HSBP1	200942_s_at
MARCO	205819_at
MARCO	
	1561003_at
	218869_at
	200942_s_at
KHDC1	230055_at
KHDC1	241024_at
CHMP2A	202121_s_at
CHMP2A	
VPS35L	
VPS35L	203173_s_at
VPS35L	1558557_at
FAM237A	
ANKRD30BL	1552895_a_at
ANKRD30BL	237794_at
ANKRD30BL	
HSPD1P14	
VWCE	242957_at
VWCE	
HMGB4	230473_s_at
IRS3P	
SAP25	204692_at
SAP25	37796_at
TJAP1	
TJAP1	47608_at
TJAP1	221857_s_at
CSMD2-AS1	1569696_at
CSMD2-AS1	
PLGLB1	230120_s_at
PLGLB1	
PLGLB1	205871_at
PLGLB1	1558603_at
PLGLB1	214415_at
	204692_at
	222017_x_at
	90610_at
	221956_at
PLIN4	228409_at
LRCH4	222017_x_at
LRCH4	90610_at
LRCH4	221956_at
LRCH4	
	1569407_at
BICRA	219445_at
AZIN2	
AZIN2	1554393_a_at
AZIN2	228000_at
SLC39A11	227046_at
PTRHD1	226243_at
PTRHD1	
MEMO1	219065_s_at
MEMO1	1555522_s_at
MEMO1	
LRFN3	
LRFN3	219346_at
NUMA1	200747_s_at
NUMA1	214251_s_at
NUMA1	
NUMA1	214250_at
NUMA1	1554663_a_at
SDHAF1	44669_at
SDHAF1	221855_at
SYNE4	235515_at
SYNE4	
STARD7	200028_s_at
STARD7	
HLA-DRB1	238900_at
C6orf120	221787_at
C6orf120	221786_at
GJE1	
FBXO24	
FBXO24	221157_s_at
FBXO24	223941_at
POU2F2	228343_at
POU2F2	211771_s_at
POU2F2	235661_at
POU2F2	227749_at
POU2F2	229750_at
POU2F2	242866_x_at
POU2F2	211660_at
POU2F2	
	240756_at
TRIM62	219272_at
TRIM62	58308_at
TRIM62	
CYP26B1	234721_s_at
CYP26B1	219825_at
CYP26B1	
FAM133FP	
ZNF847P	
SNAP47-AS1	
CTSS	202901_x_at
CTSS	202902_s_at
CTSS	232617_at
CTSS	
MUC22	
LY6G5B	201390_s_at
CMPK2	
CMPK2	226702_at
FAM237B	
	200950_at
	201954_at
TAAR8	1553552_at
TAAR9	1553066_at
ARPC1A	200950_at
ARPC1A	
C2orf83	208265_at
C2orf83	
FGF6	
FGF6	208417_at
DDIT3	209383_at
SPDYE4	
RNU6-31P	
BICD1P1	
RNA5SP115	
PPIL3	224364_s_at
PPIL3	
USP36	220370_s_at
USP36	
USP36	224979_s_at
USP36	224978_s_at
USP36	227093_at
USP36	1554836_at
ARPC1B	201954_at
ARPC1B	
ANAPC7	225554_s_at
ANAPC7	225521_at
ANAPC7	
	211821_x_at
	211820_x_at
	205837_s_at
LIN9	235039_x_at
LIN9	
KRT18P51	
HHIP	237466_s_at
HHIP	230135_at
HHIP	223775_at
HHIP	1556037_s_at
HHIP	
KNOP1	213237_at
KNOP1	229558_at
KNOP1	213235_at
CCP110	204662_at
CCP110	1569353_at
CCP110	
RNU6-312P	
RNU6-762P	
	234144_at
ORC2	204853_at
ORC2	235423_at
ORC2	
ANAPC10	242777_at
ANAPC10	
ANAPC10	241959_at
ANAPC10	207845_s_at
TMEM132C	232313_at
PDAP1	
PDAP1	202290_at
PDAP1	217624_at
OR6C65	
ATG101	
ATG101	218214_at
BUD31	205690_s_at
BUD31	
CLEC12B	231600_at
CLEC12B	231357_at
CLEC12B	
HNRNPA1P35	200016_x_at
RPL23AP30	
RNU6-1206P	
RPL17P10	
IMPDH1P10	
CFLAR-AS1	1556924_at
CFLAR-AS1	
OR10AD1	
TAF15	227884_at
TAF15	241885_at
PHTF2	217097_s_at
PHTF2	209780_at
PHTF2	1554780_a_at
PHTF2	215286_s_at
PHTF2	1554822_at
TAFA2	241399_at
TAFA2	
RNU7-45P	239629_at
RPL38P5	
MTND5P25	
MTND4P23	
MTND4LP13	
RBMXL1	227748_at
RBMXL1	
NDUFB3	203371_s_at
TMEM217B	237016_at
LARP7P2	
GPRC5B	203632_s_at
GPRC5B	225511_at
GPRC5B	203631_s_at
LRRC73	235935_at
TMDD1	
GBP3	223434_at
GBP3	
ZNF384	212369_at
ZNF384	
RAMACL	225210_s_at
RAMACL	225208_s_at
H2AC8	214469_at
OR2I1P	236003_x_at
ITGA6-AS1	
OPN5	233657_at
OPN5	1568914_at
OPN5	
PLEKHH2	239568_at
PLEKHH2	243650_at
PLEKHH2	227148_at
PLEKHH2	
PLEKHH2	242436_at
HSPD1P5	
	1561084_at
ASGR2	206130_s_at
ASGR2	
IQCK	215130_s_at
IQCK	216135_at
IQCK	213392_at
IQCK	215131_at
IQCK	
RN7SKP235	
ABCE1	
ABCE1	201872_s_at
ABCE1	201873_s_at
ALKBH6	225969_at
ALKBH6	
ZNF292	212368_at
ZNF292	1562991_at
ZNF292	
ZNF292	212366_at
CENPBD1P	223728_at
CENPBD1P	1552330_at
GBP1	202269_x_at
GBP1	231577_s_at
GBP1	202270_at
GBP1	
RNU6-355P	
PARD6A	205245_at
IRAK1BP1	238599_at
IRAK1BP1	1557174_a_at
IRAK1BP1	
RN7SKP66	
ENKD1	223407_at
ENKD1	
DYNC2LI1	203762_s_at
DYNC2LI1	203763_at
DYNC2LI1	
DYNC2LI1	1554324_s_at
DYNC2LI1	241757_x_at
PYY	207080_s_at
PYY	
AFDN	215904_at
AFDN	208512_s_at
AFDN	224685_at
AFDN	214939_x_at
AFDN	
AFDN	230622_at
AFDN	238871_at
PTGES3P1	
GBP2	202748_at
GBP2	242907_at
GBP2	
MIR4734	
C16orf86	231153_at
C16orf86	
SLC6A12	206058_at
SLC6A12	
GFOD2	221028_s_at
GFOD2	
GFOD2	214076_at
GBP7	
ECSIT	218225_at
ECSIT	
GBP4	235574_at
GBP4	235175_at
MIR4726	1555155_at
OTUD4	238848_at
OTUD4	203480_s_at
OTUD4	203479_s_at
OTUD4	
OTUD4	220669_at
NPIPB6	221992_at
RNA5SP440	
AHDC1	205002_at
AHDC1	243793_at
AHDC1	
CIITA	211884_s_at
CIITA	205101_at
CIITA	238376_at
CIITA	
CIITA	210925_at
MEPCE	219798_s_at
MEPCE	
ABCG5	220383_at
FOXCUT	241787_at
FOXCUT	
	219798_s_at
PNISR-AS1	238069_at
PNISR-AS1	
SPDYE21	232964_at
	238833_at
ZSCAN16-AS1	
ZSCAN16-AS1	1557062_at
ZSCAN16-AS1	244730_x_at
POR	
POR	208928_at
ABCG8	
ABCG8	231751_at
CASC15	
CASC15	241047_at
CASC15	229280_s_at
CASC15	233481_at
CASC15	241671_x_at
FGR	208438_s_at
FGR	
EPHB1	211898_s_at
EPHB1	230425_at
EPHB1	210753_s_at
EPHB1	
RNU6-1048P	
RN7SL455P	
RNU6-566P	
PDSS1P2	
PPM1B-DT	239532_at
C1GALT1C1L	241710_at
KRT8P15	
EXOSC5	218481_at
EXOSC5	
CARF	219834_at
CARF	1554108_at
CARF	
CARF	1555391_a_at
ART3	
ART3	210147_at
RNU6-866P	
PIP4K2B	1553047_at
MCEMP1	235568_at
PHETA1	229690_at
PHETA1	
SMUG1	
SMUG1	223684_s_at
SMUG1	218685_s_at
EVI5L	244500_s_at
EVI5L	226411_at
EVI5L	244501_at
EVI5L	
MAP4	243_g_at
MAP4	200836_s_at
MAP4	212567_s_at
MAP4	33850_at
MAP4	212566_at
MAP4	200835_s_at
MAP4	
MAP4	235066_at
LINC02574	243576_at
LINC02574	204415_at
IFI6	204415_at
MIR4727	
KCNH6	221023_s_at
KCNH6	211045_s_at
KCNH6	211046_at
BIRC2	
BIRC2	202076_at
ELAVL1	201726_at
ELAVL1	244660_at
ELAVL1	201727_s_at
ELAVL1	227746_at
ELAVL1	
PGR	228554_at
PGR	208305_at
PGR	
IFI44L	204439_at
IFI44L	
UNC13A	214817_at
UNC13A	227453_at
UNC13A	
SLCO1A2	211480_s_at
SLCO1A2	207308_at
SLCO1A2	211481_at
SLCO1A2	
DCAF7	209592_s_at
DCAF7	221744_at
DCAF7	224730_at
DCAF7	221745_at
DCAF7	224748_at
DCAF7	
DCAF7	233782_at
DCAF7	240675_at
PHIP	213074_at
PHIP	212542_s_at
PHIP	244811_at
PHIP	
ATP8A1	213106_at
ATP8A1	210192_at
ATP8A1	
ATP8A1	1569773_at
ATP6V0D1-DT	
ATP6V0D1-DT	240087_at
CYB561D1	
CYB561D1	227981_at
LPP	1558469_at
LPP	
LPP	235000_at
LPP	202821_s_at
LPP	224811_at
LPP	202822_at
LPP	241879_at
TSC22D4	
TSC22D4	208104_s_at
TSC22D4	1554501_at
RIPOR1	
RIPOR1	218029_at
RIPOR1	230806_s_at
RIPOR1	45749_at
AMIGO1	226718_at
AMIGO1	
GNAI3	201181_at
GNAI3	201179_s_at
GNAI3	201180_s_at
ZBED10P	227598_at
ZBED10P	
	221069_s_at
	209592_s_at
LINC00996	1560762_at
LINC00996	
TACO1	221069_s_at
STAG3L1	
STAG3L1	235263_at
STAG3L1	223724_s_at
STAG3L1	221191_at
RN7SL405P	
MIR6783	
MIR6784	
TBKBP1	205424_at
TBKBP1	
TDRG1	230236_at
TDRG1	
RNU6V	
MIR197	
RPL7P8	
TRIM73	1554183_s_at
TRIM73	1554182_at
TRIM73	
GNAT2	210604_at
GNAT2	
GRAMD1B	212906_at
GRAMD1B	
MAP1S	
MAP1S	218522_s_at
LINC00951	
LINC00951	1562219_at
EFCC1	220006_at
LRFN2	232697_at
GRID2IP	
ATXN7L3	224969_at
ATXN7L3	
RNU6-250P	
	237872_at
PTGS2	1554997_a_at
PTGS2	204748_at
PTGS2	
LYRM2	221311_x_at
LYRM2	233763_at
LYRM2	227712_at
LYRM2	226919_at
LYRM2	227797_x_at
PLEKHG7	1556514_at
PLEKHG7	
ARPP21	
ARPP21	220359_s_at
ARPP21	1552722_at
ARPP21	231935_at
ARPP21	1556598_at
ARPP21	1556599_s_at
ARPP21	1560018_at
MDM1	
MDM1	213761_at
MDM1	220397_at
MDN1-AS1	1567612_at
KATNBL1P5	
	217340_at
	217322_x_at
ZDHHC4	220261_s_at
ZDHHC4	223137_at
ZDHHC4	
RNU6-987P	
CARMIL1	1562939_at
CARMIL1	219573_at
CARMIL1	
DDAH1	209094_at
DDAH1	1553565_s_at
HEXIM2	238547_at
SLC16A11	1552761_at
KRT8P52	
B3GNT3	204856_at
B3GNT3	
RPL7P14	
RPL23AP36	
RPL12P16	200809_x_at
RPL12P16	200088_x_at
DCAKD	224522_s_at
DCAKD	221224_s_at
DCAKD	221225_at
INSL3	214572_s_at
INSL3	214400_at
INSL3	1553594_a_at
LRPPRC	211971_s_at
LRPPRC	211615_s_at
LRPPRC	230194_at
LRPPRC	1557360_at
LRPPRC	
JAKMIP1	
JAKMIP1	238600_at
PITPNM2	232950_s_at
PITPNM2	1552923_a_at
PITPNM2	1552924_a_at
PITPNM2	
INTS15	219261_at
INTS15	47083_at
INTS15	
NGF	206814_at
	1559083_x_at
MIR3188	
RN7SL513P	
RAC1	208640_at
RAC1	1567458_s_at
RAC1	208641_s_at
RAC1	
GDF15	221577_x_at
GDF15	
LINC02593	1555980_a_at
LINC02593	1555979_at
MDN1	242839_at
NOC2L	202115_s_at
NOC2L	
NOC2L	1559139_at
	236776_at
CTCF-DT	1560284_at
CTCF	202521_at
CTCF	
MIR3189	
FZD10	219764_at
TMEM52B	236646_at
TMEM52B	
ELL	204096_s_at
ELL	204095_s_at
ELL	1565254_s_at
ELL	
RPL6P20	
VN1R37P	
VN1R38P	
SAPCD2P1	
ZNF735	
IL6	205207_at
IL6	
DEPDC4	1561114_a_at
DEPDC4	1553365_at
DEPDC4	
PLEKHN1	224125_at
PLEKHN1	
MYO15B	219173_at
MYO15B	227743_at
MYO15B	59375_at
MYO15B	
LINC01615	
LINC01600	1553363_at
LINC01600	
GSTA9P	
PLEKHG6	220073_s_at
PLEKHG6	
BVES-AS1	232492_at
BVES-AS1	
ZNF875	231836_at
ZNF875	
ZNF875	227603_at
ZNF875	1569980_x_at
ZNF875	1569979_at
UFSP1	240280_at
OR9A1P	1567249_at
COA1	209445_x_at
COA1	206497_at
COA1	239490_at
COA1	
NUP153-AS1	1559064_at
	1559287_at
MMP13	205959_at
HES4	227347_x_at
ISG15	205483_s_at
LINC02541	
RANBP10	232329_at
RANBP10	221809_at
RANBP10	53987_at
RANBP10	1558773_s_at
RANBP10	
AGRN	212283_at
AGRN	212285_s_at
AGRN	217419_x_at
AGRN	
	244635_s_at
UPP1	
UPP1	203234_at
LY86-AS1	1556365_at
LY86-AS1	1556366_s_at
LY86-AS1	1553428_at
LY86-AS1	
EPS8L2	222546_s_at
EPS8L2	
EPS8L2	218180_s_at
SLC41A2	235299_at
SLC41A2	223798_at
SLC41A2	243894_at
SLC41A2	
LINC01016	
LINC01016	1557277_a_at
LINC01016	1556675_s_at
LINC01016	1557276_at
LINC01097	1562683_a_at
NKX3-2	207031_at
ZNF83	
ZNF83	221645_s_at
LINC01096	
LINC01096	236112_at
BOD1L1	235009_at
BOD1L1	225821_s_at
BOD1L1	
BOD1L1	242594_at
PWP1	201608_s_at
PWP1	201607_at
PWP1	201606_s_at
PWP1	
LINC01558	1555095_at
LINC01558	207698_at
TSNAXIP1	222220_s_at
TSNAXIP1	
FBF1	1556131_s_at
FBF1	1555288_s_at
FBF1	
LINC02519	
CD2AP-DT	
KCNN1	206231_at
KCNN1	
	1564253_at
ATXN1-AS1	244570_at
RNF217-AS1	1563496_at
RNF217-AS1	
	220678_at
PRDM4	218329_at
PRDM4	49485_at
PRDM4	
STRADBP1	
	1570344_at
BMPER	
BMPER	241986_at
	1563680_at
RN7SKP83	
ST3GAL5-AS1	
MIR5091	
